path,label,source_split,width,height,pixel_sha256,dhash,brightness,sharpness,group,split
data/raw/Forest Fire Dataset/Testing/fire_0153.jpg,1,test,250,250,4e1eeaa2271d6678e7d4529e4ea6e45f2119bf8d5aeb21636a841c0242af3c8b,820f1e1803020000,0.25914862472766886,231.68447179231595,16,test
data/raw/Forest Fire Dataset/Testing/fire_0158.jpg,1,test,250,250,1380fc4d492f93c998b098fdd5d4df4375f2c80e790e0bb29ff446626255a69c,77e4a623378680a9,0.3560325605936819,2290.941875811144,17,test
data/raw/Forest Fire Dataset/Testing/fire_0169.jpg,1,test,250,250,2045f46c0f9a8b56386ce4e37a0bce586518f6a2cc2012cf4b839fd05074a306,0246c4b43b1b0f9f,0.2079673883442266,374.97946478212407,18,test
data/raw/Forest Fire Dataset/Testing/fire_0174.jpg,1,test,250,250,71a3626fbc4c6ccd277df5564fc87e6b02b758fe2874a2fa7d5bb853344a9fc2,4c0e130340008100,0.31528799019607845,439.9595708587304,19,test
data/raw/Forest Fire Dataset/Testing/fire_0179.jpg,1,test,250,250,f1f67518ce8ebf2988a46b90bc2ed4b2892360589206415ad9fc585bfbaddac0,d1d9380849490909,0.24530228758169936,2113.0053461998846,20,test
data/raw/Forest Fire Dataset/Testing/fire_0188.jpg,1,test,250,250,d7a892e5a8f86141a947a189b5d60daba2df997307487965760e820ec548a3ab,1f9f13331b3f1e1e,0.1966439440359477,3070.770740802524,21,test
data/raw/Forest Fire Dataset/Testing/fire_0198.jpg,1,test,250,250,0cb1726b60d471d5be656bcb295b6b05b8e1042442f6307c1292810ee82ea146,d5f16b6bb1c1c147,0.6063091469226579,445.82540313598366,22,test
data/raw/Forest Fire Dataset/Testing/fire_0205.jpg,1,test,250,250,6749fa9bae6dfabe542942a28aed21882aec6f238ba88ea7d8adafdd5107ce25,bfbfcec6f3fc9c99,0.31472971132897604,87.39204339125857,23,test
data/raw/Forest Fire Dataset/Testing/fire_0211.jpg,1,test,250,250,dda6afba2621b43d5a62e445a6a5aacc7af89ad03c14b2cdd3a0af6a66b0cd58,1c4cf3fbff373f1f,0.36091111791938996,755.7294725310937,24,test
data/raw/Forest Fire Dataset/Testing/fire_0217.jpg,1,test,250,250,3676a80d00e6d37fecc7037adf4d3c990535d917ebd7f05ecf6304160ba93140,1f1d7c474fffb7bf,0.29029224537037035,374.319321526858,25,test
data/raw/Forest Fire Dataset/Testing/fire_0224.jpg,1,test,250,250,88de277ef78d666ef85bc016f8aed8877de7010d6a852abd4592c04023f9ddeb,100c2f3b4a0c0d08,0.15439474400871459,553.0856189677154,26,test
data/raw/Forest Fire Dataset/Testing/fire_0229.jpg,1,test,250,250,72a6d9610d410fd0294eade67cecc9278d547b2f348461fbb232fa995a0ad640,262c06975ecfdfcf,0.39892046228213507,737.400138246742,27,test
data/raw/Forest Fire Dataset/Testing/fire_0234.jpg,1,test,250,250,3d1ab28f671d1c4c4ea0959066a4013fef912205bce94572eb27c1e60a3814b6,6c808dcd4f0f0fcd,0.5205661083877996,1929.6382857173446,28,test
data/raw/Forest Fire Dataset/Testing/fire_0239.jpg,1,test,250,250,096469d5a8a065e45a2b37ec3de71f8d4c77f58a32b6d4ad55e9b003abfd7e8a,0082ce5e02000040,0.35752697780501086,463.7102321852596,29,test
data/raw/Forest Fire Dataset/Testing/fire_0247.jpg,1,test,250,250,bcd7d05e5ccfb0f04617e214c7b3c75f308b23a88716a0f07cded3a086bdba57,39327236b6a6e66a,0.3175674870642701,1294.0128894055779,30,test
data/raw/Forest Fire Dataset/Testing/fire_0253.jpg,1,test,250,250,9bb2c0f3e5ff0a1c5c5917c42b7165be89488fc7357fc560b1fdd7889ac9be6c,00101018132041c1,0.47292517701525055,286.0860941908908,31,test
data/raw/Forest Fire Dataset/Testing/fire_0258.jpg,1,test,250,250,90ad1d71ab533c006355bf9fc67e76ddba8c1122dcc74a67ea3d2a0afc719bcc,866c3db93cdef714,0.2558406522331155,630.5228780708206,32,test
data/raw/Forest Fire Dataset/Testing/fire_0271.jpg,1,test,250,250,ded32a8681d40c4cf03be1b3f7b3b78cf6bfa474417bbd7cecc80df22a1833b8,7c391b170703070f,0.40122293709150325,68.94186037724596,33,test
data/raw/Forest Fire Dataset/Testing/fire_0275.jpg,1,test,250,250,89e037ff26c03fd26c8e1b6fd2fd6ccc79ce3e86828caaa270105e45a87eea6c,290a03133010c9c1,0.5092018144063181,543.8535359560389,34,test
data/raw/Forest Fire Dataset/Testing/fire_0277.jpg,1,test,250,250,99c623eac26fc0e616b98b1630347c863f6aa72ccb66146d87a1ba3e9370d943,0303133b7f3f7d7d,0.3024045989923747,583.634563150747,35,test
data/raw/Forest Fire Dataset/Testing/fire_0280.jpg,1,test,250,250,6bb00be3a68fb711fd6948dc35eccc5f9852e5ede263bf41d21e7764a6481de2,5657170f4f4f2707,0.2216464971405229,917.0440241252451,36,test
data/raw/Forest Fire Dataset/Testing/fire_0289.jpg,1,test,250,250,93637285e70584fd6bf0d2827bc5cbd71d797bcaffd14bbf131242bde47ae21a,2f8fcf5b0e0f0f1e,0.4055947031590414,663.0904759450465,37,test
data/raw/Forest Fire Dataset/Testing/fire_0297.jpg,1,test,250,250,af1de4fc2c6615206de5345660634f255b473f36846b558d9c6806e1ee8d58e2,94e9c8c8c998cc8c,0.45003148828976036,1424.520912893691,38,test
data/raw/Forest Fire Dataset/Testing/fire_0300.jpg,1,test,250,250,433757d3ab5682b21031cfe60423e485bbc9c9f923db65a81823066b1aca01f5,271f9f9edf6d7b7b,0.4979617715141612,1188.0029773846898,39,test
data/raw/Forest Fire Dataset/Testing/fire_0305.jpg,1,test,250,250,e5724aace20586d007fea91e8eddd047c7bfdb21a73a1125f2f360dae4178eea,3f3f3f1f0b1b1f1f,0.5285496663943354,511.6235935812198,40,test
data/raw/Forest Fire Dataset/Testing/fire_0314.jpg,1,test,250,250,f17797687fcaa1d470a7795bd009b62943cd0fb571f4ae3fba496c5449d6a490,400703030703030b,0.21746791598583876,287.3472007058453,41,test
data/raw/Forest Fire Dataset/Testing/fire_0325.jpg,1,test,250,250,60a95f13d6db24740b1ada4a3d058955fd29a0f1227f061c8bc6b6c6049b651b,1f1f99081b03713d,0.35960392837690636,313.57182471302934,42,test
data/raw/Forest Fire Dataset/Testing/fire_0329.jpg,1,test,250,250,0b8231da382eec2a6575b15597e179c1dc2a9c4cf2570dc55dd6dcd526a052c6,3233313191d99b5b,0.3527718205337691,1019.8270626066538,43,test
data/raw/Forest Fire Dataset/Testing/fire_0335.jpg,1,test,250,250,5e9b964ec15bf302ca5dbb08acc9a29934e1570a46e43d7411d0e0d57d512fa1,d4d4454d07676797,0.3367927900326797,598.8823852932189,44,test
data/raw/Forest Fire Dataset/Testing/fire_0340.jpg,1,test,250,250,036fdeaf33bea539ad48130eb29795919909dcc0bf2bff0a4d3060d482732b0e,391c021808080507,0.1546113323801743,247.91407843822165,45,test
data/raw/Forest Fire Dataset/Testing/fire_0344.jpg,1,test,250,250,ee692db3d7603549105636933fdeb46251471f772e2365dddfed2cb4391e7493,16161617170f3b2b,0.25939797794117647,1175.9078828103723,46,test
data/raw/Forest Fire Dataset/Testing/fire_0348.jpg,1,test,250,250,b5ba9dc6240dd19a2c87cb42f24a1fe5efe9b6f7ab5ae2458b1e5b0f46e2408a,12163e2c9c8c3d38,0.3992213031045752,886.7988733664147,47,test
data/raw/Forest Fire Dataset/Testing/fire_0352.jpg,1,test,250,250,1df7f3cf7577a5b67e0866794ae2ec8fd0559b182924a18ecfcae3e4cf3845f0,60e030303b4fefe7,0.3458341843681917,558.4932872020732,48,test
data/raw/Forest Fire Dataset/Testing/fire_0355.jpg,1,test,250,250,2ea80d9dd41955c70777627305a12d1bbd84baf727d97bf4aad8ac6d867336f7,851b1f0f0f0f4f4e,0.4955116421568627,478.34964881669515,49,test
data/raw/Forest Fire Dataset/Testing/fire_0358.jpg,1,test,250,250,16e1bbbd8c2b886c9cc91566491926c9b0f424a838078cbacca7de0920ba0c9e,9d8de4dafbe1e1c1,0.37997897943899783,1034.352530831421,50,test
data/raw/Forest Fire Dataset/Testing/fire_0367.jpg,1,test,250,250,fb06d7b14dd24f84a63f24e8a6ba9a7fa7eb7add36ad7e1d48f79d924822887d,398c8c8e948c84c6,0.3205967456427015,1464.6099029834122,51,test
data/raw/Forest Fire Dataset/Testing/fire_0371.jpg,1,test,250,250,2b60e0dc6fb8b9b990ca6a33d0fb14b1b03841383e642aba36a2a8dee6a17c2d,3c7f4f4f09210d07,0.2878284994553377,623.8195129328126,52,test
data/raw/Forest Fire Dataset/Testing/fire_0379.jpg,1,test,250,250,4860c06de5cfc4ae641498415d708cd8dd3f2d15e9eaa0c5b6e811b1dcca64ed,f89a1a9e1e7af264,0.24003991353485837,3659.8010047557414,53,test
data/raw/Forest Fire Dataset/Testing/fire_0383.jpg,1,test,250,250,ac9be6f49fb2095b506b0d305f823f4695d2c5d7a584407d003b1ca06deae77d,e3ce8ca4348000c0,0.34661160471132896,1614.9355760525125,54,test
data/raw/Forest Fire Dataset/Testing/fire_0390.jpg,1,test,250,250,755dcb692dd6569469aac1dcf0b506c00cd69e7b478460e0c33453fa0f196a7e,0b0838780a01555c,0.47712333197167756,2035.591309759798,55,test
data/raw/Forest Fire Dataset/Testing/fire_0395.jpg,1,test,250,250,52085d4458d4c7c8f828333ebd4e09b3e9a4777bb7eff8a2118d76f03962e7af,8c56636f2c6cfc54,0.3593864889705882,1119.6616043138886,56,test
data/raw/Forest Fire Dataset/Testing/fire_0398.jpg,1,test,250,250,45e85c5f7a0599dc09e10b122f8a4640ca7dbbc8d468a6872575579447bd2770,1f0f0717050d0d0f,0.4481655943627451,396.5116120807897,57,test
data/raw/Forest Fire Dataset/Testing/fire_0400.jpg,1,test,250,250,dcce3c97f088112f75860fc22ff98c59ccd80d146eca6035b4407a7a2f050cbd,9f9f9cd9f9e8b9b9,0.4290436921296296,1561.3901383102707,58,test
data/raw/Forest Fire Dataset/Testing/fire_0403.jpg,1,test,250,250,67d22bbfc5d02698859762530971a1160995b206d6b5231b6a806c19cf9ff1a7,aba78e9c9931b9b2,0.34928470520152505,432.6785784127077,59,test
data/raw/Forest Fire Dataset/Testing/fire_0411.jpg,1,test,250,250,6940873793b957d321a40ae666d157868d4339baa80ed791838940fbc0b76eca,100409100010000c,0.47776543777233116,386.1036096929288,60,test
data/raw/Forest Fire Dataset/Testing/fire_0413.jpg,1,test,250,250,432915cf4928353460850c875c271a5cf261bfa9066abc1d23a21bc6e1fa13cd,58d4e7b5a7f6f6e6,0.5352685866013073,3090.778969298915,61,test
data/raw/Forest Fire Dataset/Testing/fire_0417.jpg,1,test,250,250,66cab36792057a9a08ac009fcf50a283b2dcc72fa4320f3ffe4fb7ef8dc0e738,2126444081000272,0.29158964801198256,1382.4372716167304,62,test
data/raw/Forest Fire Dataset/Testing/fire_0422.jpg,1,test,250,250,a6884a0927d448fdfe5fd3ff86b02ccc2665b682dc442f37dd3fc0b3e424471e,c9c3c31323e7733b,0.39763199550653594,404.66638531289243,63,test
data/raw/Forest Fire Dataset/Testing/fire_0426.jpg,1,test,250,250,39cf10e39a25da2db4e6b05c0bf9eddf80d35a806edf8070c2734952b20cdebb,657171787c5878f8,0.39490996051198257,602.043281056692,64,test
data/raw/Forest Fire Dataset/Testing/fire_0432.jpg,1,test,250,250,cc39ad5748d6080c1306156296e8fd7fb4b3cdf088c65ad80b17c1aed6b2f592,c4d1f1e3e1e3e3f7,0.27309921364379086,2492.6957566872707,65,test
data/raw/Forest Fire Dataset/Testing/fire_0436.jpg,1,test,250,250,6c535668981dc8a961a56fe7ca99064ad5f0df244ac61cbba6a3aa4dcf9c9009,3c34740c0c0b189f,0.20111868532135074,1216.829582507545,66,test
data/raw/Forest Fire Dataset/Testing/fire_0442.jpg,1,test,250,250,4225e236825e56a565e91a6451da173d7c8fd378f692da45e11a1aa92d1dbbfa,183cadbf7fcfc7e5,0.18741744961873638,815.6037017967978,67,test
data/raw/Forest Fire Dataset/Testing/fire_0444.jpg,1,test,250,250,91c1389652a1cc4ca67da5760b1fd801c86185f758ad794374d3c51c41edf1c4,767c7d3d3f773f3f,0.37270773760893244,1227.263249021811,68,test
data/raw/Forest Fire Dataset/Testing/fire_0447.jpg,1,test,250,250,ad77237a7083ca5fc010097a6d3d13f0ab3e4f79d23d30e88dfbd8e2e35042c5,af5f753d3e3e9efe,0.372474128540305,1419.636560822316,69,test
data/raw/Forest Fire Dataset/Testing/fire_0449.jpg,1,test,250,250,39a613f1bfc58554f34b065c9453ee4645bad7a0e36d4e833e013fafd75ddf0a,3fbfb797cf8f0f0f,0.6357498468137255,496.5810227528192,70,test
data/raw/Forest Fire Dataset/Testing/fire_0453.jpg,1,test,250,250,8d3d0ff0439791f1805fe450552b9ca905d0649a73003512f502a318a21432b4,a71f3fff3f5e1f3f,0.45268373842592596,890.0534312079006,71,test
data/raw/Forest Fire Dataset/Testing/fire_0456.jpg,1,test,250,250,1985117da003dd5ede4b95e362efa5ff11a03c34c8184403458ce317db42cce8,cacdccc48e878387,0.4867459831154684,813.620780372221,72,test
data/raw/Forest Fire Dataset/Testing/fire_0461.jpg,1,test,250,250,ca4e8cfdf02ffe38a0466af1472ac89f4741c9cf0a4c6dc3332ffdf7cbf4a17f,8e1298312326631e,0.5067367919389979,2556.509195734311,73,test
data/raw/Forest Fire Dataset/Testing/fire_0466.jpg,1,test,250,250,ca83815ba24493d28e17b26dc8e1bfb185d090c8c91ff8abe12d62be655663ac,c68c8d8b83838b89,0.4776360804738562,1251.8238099350142,74,test
data/raw/Forest Fire Dataset/Testing/fire_0472.jpg,1,test,250,250,b4c928790756c5e593d243984a4cfd1b619127730f91dabf8399e2ebb397ade1,1fb4990f1e7777ef,0.3890880310457516,806.524143214997,75,test
data/raw/Forest Fire Dataset/Testing/fire_0475.jpg,1,test,250,250,8b38b4c3d99d93881dbda749a83f731805caf25482fd0637ef46734b26f996ce,066c6ec4e0f26034,0.20676445057189544,791.454960939045,76,test
data/raw/Forest Fire Dataset/Testing/fire_0477.jpg,1,test,250,250,000401db208a8a24643e7946dbbcb4db30f1755fe44c0167ce0eec85f9c4b5f6,333b0b5ef961e1e1,0.2339082073801743,618.7450474093491,77,test
data/raw/Forest Fire Dataset/Testing/fire_0478.jpg,1,test,250,250,14c2f615e09dcb06deead20cbcb0585edf6bc082bc04daa9588a3a6edef35076,e79101030d0d0d38,0.32092396854575167,447.8302353678447,78,test
data/raw/Forest Fire Dataset/Testing/fire_0482.jpg,1,test,250,250,f7f7d664594fbdb0d613573b2d2354d22b3dda6db8317dd4df5617d04a1d3491,b0b2a2b396b2b050,0.2565508408224401,2535.1904709933906,79,test
data/raw/Forest Fire Dataset/Testing/fire_0484.jpg,1,test,250,250,5dfb130ce33a68e169f67ec63552d289e0e40637937937ae0a3e41fcaeaac114,a484d55470080000,0.14892301538671024,1606.8784819514842,80,test
data/raw/Forest Fire Dataset/Testing/fire_0490.jpg,1,test,250,250,3c5e148e784456c6acd5e410ad0fd6f75f1cf86efd793913b9d828de9a908cdc,763e3e274d080d07,0.4177270561002179,492.6801497244389,81,test
data/raw/Forest Fire Dataset/Testing/fire_0493.jpg,1,test,250,250,5cd3fe22d555df73e0dbaad50a4a4571bbeab76e05e1f14fc4537bc2bc821bf8,d236327636161646,0.2574342150054466,225.503304263127,82,test
data/raw/Forest Fire Dataset/Testing/fire_0497.jpg,1,test,250,250,a0daf07a2c5d13509e16569b546c0466631f8c3c66a3810cc2a438bce30db44f,ced3a77b39b9193a,0.2593473413671024,2861.8932001395174,83,test
data/raw/Forest Fire Dataset/Testing/fire_0500.jpg,1,test,250,250,0e8af34023c5cd43e655078c2a233b57e26153bec786269f7107d55c16107c63,0d19138181000000,0.2781901041666667,883.691301990335,84,test
data/raw/Forest Fire Dataset/Testing/fire_0502.jpg,1,test,250,250,3e0c2990ce0a591ec891f9aece24c8621a4c2e026b301d7ec25d4a95a5df9b80,764b2d8d8cb0f0a0,0.4771824788943355,1617.2162142745601,85,test
data/raw/Forest Fire Dataset/Testing/fire_0504.jpg,1,test,250,250,92f04527536a1048d02396cfbabf579a327490ca9a45914e631944593ef4666d,a6cf4d4bc4cccfdf,0.2506008306100218,611.8108665812376,86,test
data/raw/Forest Fire Dataset/Testing/fire_0512.jpg,1,test,250,250,1f51f397dc4a7955ae1a15a7e058e6161b7f833295c73fe737b20cc8fc6a961e,3b8e880f86cc4c4d,0.4400884225217865,2433.3026494329238,87,test
data/raw/Forest Fire Dataset/Testing/fire_0516.jpg,1,test,250,250,842a224926df9fbb2ab9d966f3b67a6944aa022e0d3c2d7f86bfa758e7a096ed,0b2b2b4b5b1f8f87,0.394138497412854,925.2225421600306,88,test
data/raw/Forest Fire Dataset/Testing/fire_0522.jpg,1,test,250,250,84ad6c11d23cb8a8ae8a011478ebd4d153f61d36f7649785884e7d37958bc3b5,8387134383074783,0.3311865979030501,375.385588256179,89,test
data/raw/Forest Fire Dataset/Testing/fire_0525.jpg,1,test,250,250,ad2edbffa99c929c15952d1ce827c154278d71cf01964657195e12c2cf47beaf,40362f0f2602a000,0.04588014025054466,236.16746221474313,90,test
data/raw/Forest Fire Dataset/Testing/fire_0526.jpg,1,test,250,250,6911375873e97ca14c87b139460bdb1682c4af55561b0274b846b8865a34755b,d6955d5b1b476717,0.3179547079248366,2285.671573241673,91,test
data/raw/Forest Fire Dataset/Testing/fire_0530.jpg,1,test,250,250,fa9106db85bd702c8f89099a221e5872423ed21ff3fe03613d6c20e066dc11ed,7c03133f91000301,0.33030960648148144,303.2884481972285,92,test
data/raw/Forest Fire Dataset/Testing/fire_0537.jpg,1,test,250,250,b8bae9d035e6f61e8083ab8ed987b0383d9aca5418f00a1b1d780dbd0f8000f4,0b03131191b1b181,0.4172134565631808,1149.8426720286634,93,test
data/raw/Forest Fire Dataset/Testing/fire_0538.jpg,1,test,250,250,a484b543ab77093a9c0056f6dfe33b7cc1d788ff0ba4f0a241f531565d3e1a67,cc8e26df494d270f,0.3821027369281046,625.7106097073763,94,test
data/raw/Forest Fire Dataset/Testing/fire_0542.jpg,1,test,250,250,490400c8984921700fa3a3b0ae31b8a789d9b89bc68f7917e9aba278eb7b155c,1050080204082000,0.2693457244008715,1331.4917385352649,95,test
data/raw/Forest Fire Dataset/Testing/fire_0545.jpg,1,test,250,250,68ae17de24828313a239afb4593e7aef9807ff28532b03cb048c7463cdbcd024,2606061f4f2f2fef,0.4203882421023965,1313.1598223838812,96,test
data/raw/Forest Fire Dataset/Testing/fire_0549.jpg,1,test,250,250,a57e33e60daedadbf0b27a23385f020ab0a70070bbaaec27a498cedbc9e45e34,3f3f6f6f597b3f1f,0.5079631331699347,246.38837671970768,97,test
data/raw/Forest Fire Dataset/Testing/fire_0551.jpg,1,test,250,250,3ff1f3f63375d81014a35aaf5a3db7a64e749146e3ed9e25e8ae79bae4ce5d4a,0208400e38f82080,0.1419436785130719,374.1694541482322,98,test
data/raw/Forest Fire Dataset/Testing/fire_0553.jpg,1,test,250,250,4b050258fdd9adb962f465f873a81591cb1ef04c581cf8113418e5e1001116be,5f1f0f4c5d5f1f1f,0.26122089460784315,907.639332814481,99,test
data/raw/Forest Fire Dataset/Testing/fire_0557.jpg,1,test,250,250,52356a47f26182920f50c7d0ea9f294dab517550c10197f89f3eb2b9cfd3cc1d,c04c0616140e0e06,0.4907164862472767,275.573897594433,100,test
data/raw/Forest Fire Dataset/Testing/fire_0563.jpg,1,test,250,250,754a601ea2e3dcca2e8a951496b5c0f4197af63a7643e32103c5589f0c616769,989ea2f4fcf9e5e9,0.2601566755174292,275.6910604786461,101,test
data/raw/Forest Fire Dataset/Testing/fire_0564.jpg,1,test,250,250,8278658904916c133430b1b7ec4f34cc2b2d23448cbd675f8ae15e6d679888dd,07c3c3e7e7efffff,0.3336809810729848,321.7981985272193,102,test
data/raw/Forest Fire Dataset/Testing/fire_0566.jpg,1,test,250,250,5b4f290753b405d9d16728bd3a986a5e22ad7f2311a35a8fe3204f867eb912bd,a3035d490d201cc7,0.29217643654684095,791.7142473427053,103,test
data/raw/Forest Fire Dataset/Testing/fire_0569.jpg,1,test,250,250,c250a6c93e37e96a28e26aac08932bdd0d4172017dc05bf0a7eddb9ee1e529b7,030307104d231786,0.18874931917211327,392.06250879924323,104,test
data/raw/Forest Fire Dataset/Testing/fire_0570.jpg,1,test,250,250,2de5e915ef94d8c1988b0fff6f2cbbf99f604f9ae5aecf71c7405220ba609b36,eb7b1f1fddf0dfbb,0.2004531760620915,549.6729945051736,105,test
data/raw/Forest Fire Dataset/Testing/fire_0576.jpg,1,test,250,250,cce2f37b20749c7b6b8631559f2d07d2f0da4ee42ca23a46f04a0d45ab9ad895,1b0e47ddd8f8f8f8,0.4757501872276689,208.62695794048832,106,test
data/raw/Forest Fire Dataset/Testing/fire_0579.jpg,1,test,250,250,7c4f47b7c080feaf3c264a6ccd2d538169e8e3cf45ca2b0dbcd3571cd1da4af8,074b29cd696ee654,0.36236000476579516,1845.9376089338625,107,test
data/raw/Forest Fire Dataset/Testing/fire_0581.jpg,1,test,250,250,a19cd28f42d5f1174046ac2fbd7d7d63d9e53f2115b4f54cc920950aed94fd9b,3840113514170f1f,0.4188861655773421,1489.552218820759,108,test
data/raw/Forest Fire Dataset/Testing/fire_0583.jpg,1,test,250,250,90c33f0aa8b7c7de807a87cc0a56e0d455ce5ba0cfd538468565f95297bfbf54,9b9b3f7c7d7ff3f7,0.21220298883442265,1215.1166025376453,109,test
data/raw/Forest Fire Dataset/Testing/fire_0585.jpg,1,test,250,250,59c90137a1d177a0a9218169dc054460755186e41e928d27c517588d0add6514,767d71f13919091d,0.22854456018518518,2317.4430231197493,110,test
data/raw/Forest Fire Dataset/Testing/fire_0589.jpg,1,test,250,250,38f68dfbfb427ada9e3fcc4ab13d1969fa30e1d4057c58c7741d9ba57f2f31d8,1c2b030104462601,0.1557900156590414,1384.2226806424437,111,test
data/raw/Forest Fire Dataset/Testing/fire_0593.jpg,1,test,250,250,3a4129ceb805e8acaf16d2138a6fbd1150fc79bd430f05faef00d1f05ef2fc97,5bde5613313373f3,0.5950435729847494,2641.262946837611,112,test
data/raw/Forest Fire Dataset/Testing/fire_0599.jpg,1,test,250,250,4c048f2ef4901704ed355d3eb6fd9f342459800456778fa7072f4382e1ca4dbe,dede7f5edef6fcbe,0.41701814406318083,1433.3694391472518,113,test
data/raw/Forest Fire Dataset/Testing/fire_0604.jpg,1,test,250,250,d34c2fca800535b6d21a35f6530f1dac8cf34cab46190fee57b87f1fb171861e,1c0283cb9359d583,0.6159028628812636,648.5080207471555,114,test
data/raw/Forest Fire Dataset/Testing/fire_0607.jpg,1,test,250,250,77976dd2319d79e6e650f577e2825395ffdc759126b1d9a204bc2d7d94d9e3c3,c305cc84070c8c03,0.22185797930283224,239.55443525662844,115,test
data/raw/Forest Fire Dataset/Testing/fire_0612.jpg,1,test,250,250,b8e1af068b4cf913991ddc4ef0d5a14b302d56afa2487a71ce3a26cd6cc313ba,1136666c465b7343,0.2017305793845316,1682.1300894848453,116,test
data/raw/Forest Fire Dataset/Testing/fire_0616.jpg,1,test,250,250,ad3e271ba6029e8e29b04361cab705d4ea7ccc0e5d456e895f326b071b232ef7,0323232726262725,0.4964882046568627,1389.939476205002,117,test
data/raw/Forest Fire Dataset/Testing/fire_0618.jpg,1,test,250,250,f6789757ca40b8223c8a8fdd6c0a7cf09b254c0d198105e2b78f2e11ebcc1798,e39e1f1999998c87,0.46262722971132897,462.6371319534002,118,test
data/raw/Forest Fire Dataset/Testing/fire_0620.jpg,1,test,250,250,fda995dfc04094489d6ec5059bfe40fe2b67dbc67399f6b43247fe8ae53cc68e,ccc145646c8c8888,0.30202631399782137,1408.2670451587921,119,test
data/raw/Forest Fire Dataset/Testing/fire_0624.jpg,1,test,250,250,c6c08daf3e99dcc5d66cfdcec08f085c5fed3ac0777469c7d37ec69387a4c4df,eec7d3b3973f3f3f,0.22312431917211328,835.904286404685,120,test
